# ja/nein/Enthaltung/ungueltig/nichtabgegeben: votes cast in each category across all Abstimmungen in range
# total_votes: sum of the above
# ratio_*: category / total_votes (weighted per vote, so a day with many bundled votes counts more)
# days_present/days_total/days_absent: sitting days attended/total/missed
#   (a day counts as attended if the member cast a real vote on at least one Abstimmung that day)
# ratio_days_present/ratio_days_absent: days_present/days_absent divided by days_total (weighted per day, not per vote)
Fraktion/Gruppe;Vorname;Name;ja;nein;Enthaltung;ungültig;nichtabgegeben;total_votes;ratio_ja;ratio_nein;ratio_Enthaltung;ratio_ungültig;ratio_nichtabgegeben;days_present;days_total;days_absent;ratio_days_present;ratio_days_absent;slug
FDP;Bijan;Djir-Sarai;127;84;25;0;8;244;0.5204918032786885;0.3442622950819672;0.10245901639344263;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;bijan-djir-sarai
FDP;Jens;Beeck;127;85;24;0;8;244;0.5204918032786885;0.3483606557377049;0.09836065573770492;0.0;0.03278688524590164;100;101;1;0.9900990099009901;0.009900990099009901;jens-beeck
CDU/CSU;Elisabeth;Winkelmeier-Becker;161;75;0;0;8;244;0.6598360655737705;0.3073770491803279;0.0;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;elisabeth-winkelmeier-becker
CDU/CSU;Norbert;Röttgen;158;78;0;0;8;244;0.6475409836065574;0.319672131147541;0.0;0.0;0.03278688524590164;97;101;4;0.9603960396039604;0.039603960396039604;norbert-rottgen
CDU/CSU;Stephan;Harbarth;35;24;0;0;8;67;0.5223880597014925;0.3582089552238806;0.0;0.0;0.11940298507462686;21;22;1;0.9545454545454546;0.045454545454545456;stephan-harbarth
DIE LINKE.;Matthias;Höhn;68;141;26;0;9;244;0.2786885245901639;0.5778688524590164;0.10655737704918032;0.0;0.036885245901639344;96;101;5;0.9504950495049505;0.04950495049504951;matthias-hohn
CDU/CSU;Klaus-Peter;Schulze;154;80;1;0;9;244;0.6311475409836066;0.32786885245901637;0.004098360655737705;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;klaus-peter-schulze
CDU/CSU;Michael;Brand (Fulda);158;77;0;0;9;244;0.6475409836065574;0.3155737704918033;0.0;0.0;0.036885245901639344;96;101;5;0.9504950495049505;0.04950495049504951;michael-brand-fulda
CDU/CSU;Stefan;Müller (Erlangen);158;77;0;0;9;244;0.6475409836065574;0.3155737704918033;0.0;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;stefan-muller-erlangen
SPD;Martin;Rabanus;155;79;1;0;9;244;0.6352459016393442;0.3237704918032787;0.004098360655737705;0.0;0.036885245901639344;98;101;3;0.9702970297029703;0.0297029702970297;martin-rabanus
SPD;Klaus;Mindrup;157;76;2;0;9;244;0.6434426229508197;0.3114754098360656;0.00819672131147541;0.0;0.036885245901639344;99;101;2;0.9801980198019802;0.019801980198019802;klaus-mindrup
SPD;Johannes;Schraps;159;76;0;0;9;244;0.6516393442622951;0.3114754098360656;0.0;0.0;0.036885245901639344;96;101;5;0.9504950495049505;0.04950495049504951;johannes-schraps
SPD;Fritz;Felgentreu;155;80;0;0;9;244;0.6352459016393442;0.32786885245901637;0.0;0.0;0.036885245901639344;98;101;3;0.9702970297029703;0.0297029702970297;fritz-felgentreu
CDU/CSU;Thomas;Gebhart;158;77;0;0;9;244;0.6475409836065574;0.3155737704918033;0.0;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;thomas-gebhart
CDU/CSU;Thomas;Heilmann;162;73;0;0;9;244;0.6639344262295082;0.29918032786885246;0.0;0.0;0.036885245901639344;99;101;2;0.9801980198019802;0.019801980198019802;thomas-heilmann
FDP;Lukas;Köhler;128;84;23;0;9;244;0.5245901639344263;0.3442622950819672;0.0942622950819672;0.0;0.036885245901639344;96;101;5;0.9504950495049505;0.04950495049504951;lukas-kohler
CDU/CSU;Thomas;Rachel;158;77;0;0;9;244;0.6475409836065574;0.3155737704918033;0.0;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;thomas-rachel
CDU/CSU;Ulrich;Lange;157;78;0;0;9;244;0.6434426229508197;0.319672131147541;0.0;0.0;0.036885245901639344;98;101;3;0.9702970297029703;0.0297029702970297;ulrich-lange
AfD;Albrecht;Glaser;66;146;12;0;9;233;0.2832618025751073;0.6266094420600858;0.05150214592274678;0.0;0.03862660944206009;96;98;2;0.9795918367346939;0.02040816326530612;albrecht-glaser
SPD;Yasmin;Fahimi;157;78;0;0;9;244;0.6434426229508197;0.319672131147541;0.0;0.0;0.036885245901639344;99;101;2;0.9801980198019802;0.019801980198019802;yasmin-fahimi
BÜ90/GR;Margarete;Bause;102;92;41;0;9;244;0.4180327868852459;0.3770491803278688;0.1680327868852459;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;margarete-bause
BÜ90/GR;Oliver;Krischer;105;92;38;0;9;244;0.430327868852459;0.3770491803278688;0.1557377049180328;0.0;0.036885245901639344;95;101;6;0.9405940594059405;0.0594059405940594;oliver-krischer
AfD;Andreas;Bleck;67;150;18;0;9;244;0.27459016393442626;0.6147540983606558;0.07377049180327869;0.0;0.036885245901639344;96;101;5;0.9504950495049505;0.04950495049504951;andreas-bleck
BÜ90/GR;Britta;Haßelmann;103;92;40;0;9;244;0.42213114754098363;0.3770491803278688;0.16393442622950818;0.0;0.036885245901639344;96;101;5;0.9504950495049505;0.04950495049504951;britta-hasselmann
AfD;Karsten;Hilse;67;157;11;0;9;244;0.27459016393442626;0.6434426229508197;0.045081967213114756;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;karsten-hilse
BÜ90/GR;Bettina;Hoffmann;112;92;31;0;9;244;0.45901639344262296;0.3770491803278688;0.12704918032786885;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;bettina-hoffmann
CDU/CSU;Alois;Gerig;157;76;2;0;9;244;0.6434426229508197;0.3114754098360656;0.00819672131147541;0.0;0.036885245901639344;100;101;1;0.9900990099009901;0.009900990099009901;alois-gerig
CDU/CSU;Christian;Haase;159;76;0;0;9;244;0.6516393442622951;0.3114754098360656;0.0;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;christian-haase
BÜ90/GR;Katja;Keul;104;96;35;0;9;244;0.4262295081967213;0.39344262295081966;0.14344262295081966;0.0;0.036885245901639344;97;101;4;0.9603960396039604;0.039603960396039604;katja-keul
AfD;Rainer;Kraft;62;158;15;0;9;244;0.2540983606557377;0.6475409836065574;0.06147540983606557;0.0;0.036885245901639344;95;101;6;0.9405940594059405;0.0594059405940594;rainer-kraft
CDU/CSU;Albert;Weiler;30;17;0;0;9;56;0.5357142857142857;0.30357142857142855;0.0;0.0;0.16071428571428573;16;18;2;0.8888888888888888;0.1111111111111111;albert-weiler
CDU/CSU;Marian;Wendt;160;74;0;0;10;244;0.6557377049180327;0.30327868852459017;0.0;0.0;0.040983606557377046;95;101;6;0.9405940594059405;0.0594059405940594;marian-wendt
SPD;Mechthild;Rawert;51;21;0;0;10;82;0.6219512195121951;0.25609756097560976;0.0;0.0;0.12195121951219512;39;43;4;0.9069767441860465;0.09302325581395349;mechthild-rawert
SPD;Mathias;Stein;156;78;0;0;10;244;0.639344262295082;0.319672131147541;0.0;0.0;0.040983606557377046;99;101;2;0.9801980198019802;0.019801980198019802;mathias-stein
SPD;Angelika;Glöckner;156;78;0;0;10;244;0.639344262295082;0.319672131147541;0.0;0.0;0.040983606557377046;98;101;3;0.9702970297029703;0.0297029702970297;angelika-glockner
SPD;Gülistan;Yüksel;152;77;5;0;10;244;0.6229508196721312;0.3155737704918033;0.020491803278688523;0.0;0.040983606557377046;95;101;6;0.9405940594059405;0.0594059405940594;gulistan-yuksel
CDU/CSU;Jürgen;Hardt;154;79;1;0;10;244;0.6311475409836066;0.3237704918032787;0.004098360655737705;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;jurgen-hardt
CDU/CSU;Josef;Oster;156;78;0;0;10;244;0.639344262295082;0.319672131147541;0.0;0.0;0.040983606557377046;100;101;1;0.9900990099009901;0.009900990099009901;josef-oster
SPD;Markus;Töns;156;78;0;0;10;244;0.639344262295082;0.319672131147541;0.0;0.0;0.040983606557377046;98;101;3;0.9702970297029703;0.0297029702970297;markus-tons
CDU/CSU;Axel;Knoerig;158;76;0;0;10;244;0.6475409836065574;0.3114754098360656;0.0;0.0;0.040983606557377046;96;101;5;0.9504950495049505;0.04950495049504951;axel-knoerig
AfD;Heiko;Wildberg;74;146;14;0;10;244;0.30327868852459017;0.5983606557377049;0.05737704918032787;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;heiko-wildberg
BÜ90/GR;Daniela;Wagner;111;88;35;0;10;244;0.45491803278688525;0.36065573770491804;0.14344262295081966;0.0;0.040983606557377046;95;101;6;0.9405940594059405;0.0594059405940594;daniela-wagner
CDU/CSU;Alexander;Dobrindt;155;79;0;0;10;244;0.6352459016393442;0.3237704918032787;0.0;0.0;0.040983606557377046;100;101;1;0.9900990099009901;0.009900990099009901;alexander-dobrindt
BÜ90/GR;Anja;Hajduk;111;91;32;0;10;244;0.45491803278688525;0.3729508196721312;0.13114754098360656;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;anja-hajduk
SPD;Sabine;Dittmar;157;77;0;0;10;244;0.6434426229508197;0.3155737704918033;0.0;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;sabine-dittmar
CDU/CSU;Detlef;Seif;156;76;2;0;10;244;0.639344262295082;0.3114754098360656;0.00819672131147541;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;detlef-seif
DIE LINKE.;Eva-Maria;Schreiber;63;104;27;0;10;204;0.3088235294117647;0.5098039215686274;0.1323529411764706;0.0;0.049019607843137254;81;86;5;0.9418604651162791;0.05813953488372093;eva-maria-schreiber
CDU/CSU;Felix;Schreiner;157;77;0;0;10;244;0.6434426229508197;0.3155737704918033;0.0;0.0;0.040983606557377046;95;101;6;0.9405940594059405;0.0594059405940594;felix-schreiner
FDP;Matthias;Seestern-Pauly;127;82;25;0;10;244;0.5204918032786885;0.3360655737704918;0.10245901639344263;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;matthias-seestern-pauly
SPD;Sylvia;Lehmann;66;30;1;0;10;107;0.616822429906542;0.2803738317757009;0.009345794392523364;0.0;0.09345794392523364;49;54;5;0.9074074074074074;0.09259259259259259;sylvia-lehmann
SPD;Wolfgang;Hellmich;160;74;0;0;10;244;0.6557377049180327;0.30327868852459017;0.0;0.0;0.040983606557377046;97;101;4;0.9603960396039604;0.039603960396039604;wolfgang-hellmich
BÜ90/GR;Gerhard;Zickenheiner;79;58;28;0;11;176;0.44886363636363635;0.32954545454545453;0.1590909090909091;0.0;0.0625;74;78;4;0.9487179487179487;0.05128205128205128;gerhard-zickenheiner
CDU/CSU;Johannes;Selle;155;78;0;0;11;244;0.6352459016393442;0.319672131147541;0.0;0.0;0.045081967213114756;97;101;4;0.9603960396039604;0.039603960396039604;johannes-selle
CDU/CSU;Astrid;Freudenstein;29;15;0;0;11;55;0.5272727272727272;0.2727272727272727;0.0;0.0;0.2;16;22;6;0.7272727272727273;0.2727272727272727;astrid-freudenstein
DIE LINKE.;Ralph;Lenkert;67;136;30;0;11;244;0.27459016393442626;0.5573770491803278;0.12295081967213115;0.0;0.045081967213114756;99;101;2;0.9801980198019802;0.019801980198019802;ralph-lenkert
SPD;Andreas;Schwarz;155;78;0;0;11;244;0.6352459016393442;0.319672131147541;0.0;0.0;0.045081967213114756;97;101;4;0.9603960396039604;0.039603960396039604;andreas-schwarz
FDP;Renata;Alt;125;84;24;0;11;244;0.5122950819672131;0.3442622950819672;0.09836065573770492;0.0;0.045081967213114756;97;101;4;0.9603960396039604;0.039603960396039604;renata-alt
DIE LINKE.;Ulla;Jelpke;71;143;19;0;11;244;0.29098360655737704;0.5860655737704918;0.0778688524590164;0.0;0.045081967213114756;96;101;5;0.9504950495049505;0.04950495049504951;ulla-jelpke
CDU/CSU;Maria;Flachsbarth;157;76;0;0;11;244;0.6434426229508197;0.3114754098360656;0.0;0.0;0.045081967213114756;95;101;6;0.9405940594059405;0.0594059405940594;maria-flachsbarth
AfD;Volker;Münz;66;151;16;0;11;244;0.27049180327868855;0.6188524590163934;0.06557377049180328;0.0;0.045081967213114756;98;101;3;0.9702970297029703;0.0297029702970297;volker-munz
CDU/CSU;Tino;Sorge;154;77;2;0;11;244;0.6311475409836066;0.3155737704918033;0.00819672131147541;0.0;0.045081967213114756;95;101;6;0.9405940594059405;0.0594059405940594;tino-sorge
CDU/CSU;Uwe;Schummer;157;76;0;0;11;244;0.6434426229508197;0.3114754098360656;0.0;0.0;0.045081967213114756;98;101;3;0.9702970297029703;0.0297029702970297;uwe-schummer
AfD;Jörn;König;64;151;18;0;11;244;0.26229508196721313;0.6188524590163934;0.07377049180327869;0.0;0.045081967213114756;97;101;4;0.9603960396039604;0.039603960396039604;jorn-konig
AfD;Götz;Frömming;68;152;13;0;11;244;0.2786885245901639;0.6229508196721312;0.05327868852459016;0.0;0.045081967213114756;97;101;4;0.9603960396039604;0.039603960396039604;gotz-fromming
CDU/CSU;Axel;Müller;156;76;1;0;11;244;0.639344262295082;0.3114754098360656;0.004098360655737705;0.0;0.045081967213114756;99;101;2;0.9801980198019802;0.019801980198019802;axel-muller
SPD;Nina;Scheer;145;88;0;0;11;244;0.5942622950819673;0.36065573770491804;0.0;0.0;0.045081967213114756;96;101;5;0.9504950495049505;0.04950495049504951;nina-scheer
BÜ90/GR;Lisa;Badum;106;92;35;0;11;244;0.4344262295081967;0.3770491803278688;0.14344262295081966;0.0;0.045081967213114756;96;101;5;0.9504950495049505;0.04950495049504951;lisa-badum
SPD;Martin;Rosemann;155;77;0;0;12;244;0.6352459016393442;0.3155737704918033;0.0;0.0;0.04918032786885246;94;101;7;0.9306930693069307;0.06930693069306931;martin-rosemann
CDU/CSU;Oswin;Veith;93;48;0;0;12;153;0.6078431372549019;0.3137254901960784;0.0;0.0;0.0784313725490196;49;53;4;0.9245283018867925;0.07547169811320754;oswin-veith
SPD;Bernhard;Daldrup;158;73;1;0;12;244;0.6475409836065574;0.29918032786885246;0.004098360655737705;0.0;0.04918032786885246;95;101;6;0.9405940594059405;0.0594059405940594;bernhard-daldrup
CDU/CSU;Lothar;Riebsamen;154;78;0;0;12;244;0.6311475409836066;0.319672131147541;0.0;0.0;0.04918032786885246;97;101;4;0.9603960396039604;0.039603960396039604;lothar-riebsamen
SPD;Swen;Schulz (Spandau);147;77;8;0;12;244;0.6024590163934426;0.3155737704918033;0.03278688524590164;0.0;0.04918032786885246;98;101;3;0.9702970297029703;0.0297029702970297;swen-schulz-spandau
DIE LINKE.;Martina;Renner;67;136;29;0;12;244;0.27459016393442626;0.5573770491803278;0.11885245901639344;0.0;0.04918032786885246;95;101;6;0.9405940594059405;0.0594059405940594;martina-renner
CDU/CSU;Antje;Tillmann;151;81;0;0;12;244;0.6188524590163934;0.3319672131147541;0.0;0.0;0.04918032786885246;97;101;4;0.9603960396039604;0.039603960396039604;antje-tillmann
AfD;Martin;Hohmann;65;150;17;0;12;244;0.26639344262295084;0.6147540983606558;0.06967213114754098;0.0;0.04918032786885246;96;101;5;0.9504950495049505;0.04950495049504951;martin-hohmann
CDU/CSU;Christoph;Bernstiel;154;76;2;0;12;244;0.6311475409836066;0.3114754098360656;0.00819672131147541;0.0;0.04918032786885246;96;101;5;0.9504950495049505;0.04950495049504951;christoph-bernstiel
CDU/CSU;Carsten;Brodesser;158;74;0;0;12;244;0.6475409836065574;0.30327868852459017;0.0;0.0;0.04918032786885246;98;101;3;0.9702970297029703;0.0297029702970297;carsten-brodesser
CDU/CSU;Bernhard;Loos;158;74;0;0;12;244;0.6475409836065574;0.30327868852459017;0.0;0.0;0.04918032786885246;96;101;5;0.9504950495049505;0.04950495049504951;bernhard-loos
DIE LINKE.;Birke;Bull-Bischoff;67;138;27;0;12;244;0.27459016393442626;0.5655737704918032;0.11065573770491803;0.0;0.04918032786885246;99;101;2;0.9801980198019802;0.019801980198019802;birke-bull-bischoff
AfD;Tobias Matthias;Peterka;67;152;13;0;12;244;0.27459016393442626;0.6229508196721312;0.05327868852459016;0.0;0.04918032786885246;98;101;3;0.9702970297029703;0.0297029702970297;tobias-matthias-peterka
SPD;Helge;Lindh;157;75;0;0;12;244;0.6434426229508197;0.3073770491803279;0.0;0.0;0.04918032786885246;99;101;2;0.9801980198019802;0.019801980198019802;helge-lindh
CDU/CSU;Gisela;Manderla;120;62;0;0;12;194;0.6185567010309279;0.31958762886597936;0.0;0.0;0.061855670103092786;80;84;4;0.9523809523809523;0.047619047619047616;gisela-manderla
CDU/CSU;Markus;Grübel;156;76;0;0;12;244;0.639344262295082;0.3114754098360656;0.0;0.0;0.04918032786885246;91;101;10;0.900990099009901;0.09900990099009901;markus-grubel
SPD;Leni;Breymaier;150;77;5;0;12;244;0.6147540983606558;0.3155737704918033;0.020491803278688523;0.0;0.04918032786885246;96;101;5;0.9504950495049505;0.04950495049504951;leni-breymaier
CDU/CSU;Andreas;Lenz;154;74;3;0;13;244;0.6311475409836066;0.30327868852459017;0.012295081967213115;0.0;0.05327868852459016;99;101;2;0.9801980198019802;0.019801980198019802;andreas-lenz
DIE LINKE.;Stefan;Liebich;69;136;26;0;13;244;0.2827868852459016;0.5573770491803278;0.10655737704918032;0.0;0.05327868852459016;93;101;8;0.9207920792079208;0.07920792079207921;stefan-liebich
BÜ90/GR;Konstantin;Notz;105;87;39;0;13;244;0.430327868852459;0.35655737704918034;0.1598360655737705;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;konstantin-notz
DIE LINKE.;Norbert;Müller (Potsdam);68;135;28;0;13;244;0.2786885245901639;0.5532786885245902;0.11475409836065574;0.0;0.05327868852459016;95;101;6;0.9405940594059405;0.0594059405940594;norbert-muller-potsdam
DIE LINKE.;Thomas;Lutze;68;135;28;0;13;244;0.2786885245901639;0.5532786885245902;0.11475409836065574;0.0;0.05327868852459016;91;101;10;0.900990099009901;0.09900990099009901;thomas-lutze
BÜ90/GR;Ulle;Schauws;108;89;34;0;13;244;0.4426229508196721;0.36475409836065575;0.13934426229508196;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;ulle-schauws
CDU/CSU;Uwe;Feiler;156;75;0;0;13;244;0.639344262295082;0.3073770491803279;0.0;0.0;0.05327868852459016;94;101;7;0.9306930693069307;0.06930693069306931;uwe-feiler
CDU/CSU;Daniela;Ludwig;155;76;0;0;13;244;0.6352459016393442;0.3114754098360656;0.0;0.0;0.05327868852459016;99;101;2;0.9801980198019802;0.019801980198019802;daniela-ludwig
AfD;Bernd;Baumann;67;150;14;0;13;244;0.27459016393442626;0.6147540983606558;0.05737704918032787;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;bernd-baumann
CDU/CSU;Rudolf;Henke;155;76;0;0;13;244;0.6352459016393442;0.3114754098360656;0.0;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;rudolf-henke
CDU/CSU;Gitta;Connemann;151;79;1;0;13;244;0.6188524590163934;0.3237704918032787;0.004098360655737705;0.0;0.05327868852459016;97;101;4;0.9603960396039604;0.039603960396039604;gitta-connemann
CDU/CSU;Johannes;Röring;152;75;4;0;13;244;0.6229508196721312;0.3073770491803279;0.01639344262295082;0.0;0.05327868852459016;97;101;4;0.9603960396039604;0.039603960396039604;johannes-roring
BÜ90/GR;Renate;Künast;106;85;40;0;13;244;0.4344262295081967;0.3483606557377049;0.16393442622950818;0.0;0.05327868852459016;99;101;2;0.9801980198019802;0.019801980198019802;renate-kunast
CDU/CSU;Josef;Rief;154;77;0;0;13;244;0.6311475409836066;0.3155737704918033;0.0;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;josef-rief
SPD;Kirsten;Lühmann;156;74;1;0;13;244;0.639344262295082;0.30327868852459017;0.004098360655737705;0.0;0.05327868852459016;100;101;1;0.9900990099009901;0.009900990099009901;kirsten-luhmann
BÜ90/GR;Gerhard;Schick;23;28;4;0;13;68;0.3382352941176471;0.4117647058823529;0.058823529411764705;0.0;0.19117647058823528;19;23;4;0.8260869565217391;0.17391304347826086;gerhard-schick
SPD;Gabriele;Katzmarek;152;79;0;0;13;244;0.6229508196721312;0.3237704918032787;0.0;0.0;0.05327868852459016;92;101;9;0.9108910891089109;0.0891089108910891;gabriele-katzmarek
SPD;Sonja Amalie;Steffen;157;74;0;0;13;244;0.6434426229508197;0.30327868852459017;0.0;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;sonja-amalie-steffen
SPD;Lars;Klingbeil;156;75;0;0;13;244;0.639344262295082;0.3073770491803279;0.0;0.0;0.05327868852459016;96;101;5;0.9504950495049505;0.04950495049504951;lars-klingbeil
BÜ90/GR;Claudia;Müller;105;89;37;0;13;244;0.430327868852459;0.36475409836065575;0.15163934426229508;0.0;0.05327868852459016;98;101;3;0.9702970297029703;0.0297029702970297;claudia-muller
DIE LINKE.;Jörg;Cezanne;69;135;27;0;13;244;0.2827868852459016;0.5532786885245902;0.11065573770491803;0.0;0.05327868852459016;97;101;4;0.9603960396039604;0.039603960396039604;jorg-cezanne
CDU/CSU;Kerstin;Radomski;152;78;1;0;13;244;0.6229508196721312;0.319672131147541;0.004098360655737705;0.0;0.05327868852459016;94;101;7;0.9306930693069307;0.06930693069306931;kerstin-radomski
BÜ90/GR;Filiz;Polat;104;94;33;0;13;244;0.4262295081967213;0.38524590163934425;0.13524590163934427;0.0;0.05327868852459016;92;101;9;0.9108910891089109;0.0891089108910891;filiz-polat
CDU/CSU;Anja;Weisgerber;153;78;0;0;13;244;0.6270491803278688;0.319672131147541;0.0;0.0;0.05327868852459016;95;101;6;0.9405940594059405;0.0594059405940594;anja-weisgerber
SPD;Ernst Dieter;Rossmann;153;78;0;0;13;244;0.6270491803278688;0.319672131147541;0.0;0.0;0.05327868852459016;94;101;7;0.9306930693069307;0.06930693069306931;ernst-dieter-rossmann
FDP;Carl-Julius;Cronenberg;124;84;23;0;13;244;0.5081967213114754;0.3442622950819672;0.0942622950819672;0.0;0.05327868852459016;98;101;3;0.9702970297029703;0.0297029702970297;carl-julius-cronenberg
DIE LINKE.;Simone;Barrientos;67;138;25;0;14;244;0.27459016393442626;0.5655737704918032;0.10245901639344263;0.0;0.05737704918032787;94;101;7;0.9306930693069307;0.06930693069306931;simone-barrientos
SPD;Thomas;Hitschler;156;74;0;0;14;244;0.639344262295082;0.30327868852459017;0.0;0.0;0.05737704918032787;96;101;5;0.9504950495049505;0.04950495049504951;thomas-hitschler
SPD;Siemtje;Möller;155;75;0;0;14;244;0.6352459016393442;0.3073770491803279;0.0;0.0;0.05737704918032787;96;101;5;0.9504950495049505;0.04950495049504951;siemtje-moller
CDU/CSU;Nina;Warken;111;52;0;0;14;177;0.6271186440677966;0.2937853107344633;0.0;0.0;0.07909604519774012;72;79;7;0.9113924050632911;0.08860759493670886;nina-warken
CDU/CSU;Wolfgang;Schäuble;155;73;2;0;14;244;0.6352459016393442;0.29918032786885246;0.00819672131147541;0.0;0.05737704918032787;96;101;5;0.9504950495049505;0.04950495049504951;wolfgang-schauble
CDU/CSU;Steffen;Bilger;157;73;0;0;14;244;0.6434426229508197;0.29918032786885246;0.0;0.0;0.05737704918032787;97;101;4;0.9603960396039604;0.039603960396039604;steffen-bilger
AfD;Roman Johannes;Reusch;67;149;14;0;14;244;0.27459016393442626;0.610655737704918;0.05737704918032787;0.0;0.05737704918032787;96;101;5;0.9504950495049505;0.04950495049504951;roman-johannes-reusch
BÜ90/GR;Harald;Ebner;108;90;32;0;14;244;0.4426229508196721;0.36885245901639346;0.13114754098360656;0.0;0.05737704918032787;97;101;4;0.9603960396039604;0.039603960396039604;harald-ebner
CDU/CSU;Carsten;Linnemann;155;75;0;0;14;244;0.6352459016393442;0.3073770491803279;0.0;0.0;0.05737704918032787;99;101;2;0.9801980198019802;0.019801980198019802;carsten-linnemann
CDU/CSU;Manfred;Behrens (Börde);153;75;2;0;14;244;0.6270491803278688;0.3073770491803279;0.00819672131147541;0.0;0.05737704918032787;95;101;6;0.9405940594059405;0.0594059405940594;manfred-behrens-borde
SPD;Cansel;Kiziltepe;126;103;1;0;14;244;0.5163934426229508;0.42213114754098363;0.004098360655737705;0.0;0.05737704918032787;95;101;6;0.9405940594059405;0.0594059405940594;cansel-kiziltepe
CDU/CSU;Annette;Widmann-Mauz;154;76;0;0;14;244;0.6311475409836066;0.3114754098360656;0.0;0.0;0.05737704918032787;96;101;5;0.9504950495049505;0.04950495049504951;annette-widmann-mauz
SPD;Claudia;Tausend;156;74;0;0;14;244;0.639344262295082;0.30327868852459017;0.0;0.0;0.05737704918032787;95;101;6;0.9405940594059405;0.0594059405940594;claudia-tausend
SPD;Dagmar;Ziegler;154;76;0;0;14;244;0.6311475409836066;0.3114754098360656;0.0;0.0;0.05737704918032787;93;101;8;0.9207920792079208;0.07920792079207921;dagmar-ziegler
AfD;Berengar;Elsner von Gronow;60;156;14;0;14;244;0.2459016393442623;0.639344262295082;0.05737704918032787;0.0;0.05737704918032787;97;101;4;0.9603960396039604;0.039603960396039604;berengar-elsner-von-gronow
DIE LINKE.;Amira;Mohamed Ali;72;130;27;0;15;244;0.29508196721311475;0.5327868852459017;0.11065573770491803;0.0;0.06147540983606557;97;101;4;0.9603960396039604;0.039603960396039604;amira-mohamed-ali
DIE LINKE.;Alexander S.;Neu;68;137;24;0;15;244;0.2786885245901639;0.5614754098360656;0.09836065573770492;0.0;0.06147540983606557;97;101;4;0.9603960396039604;0.039603960396039604;alexander-s-neu
CDU/CSU;Stefan;Kaufmann;151;76;2;0;15;244;0.6188524590163934;0.3114754098360656;0.00819672131147541;0.0;0.06147540983606557;94;101;7;0.9306930693069307;0.06930693069306931;stefan-kaufmann
BÜ90/GR;Katharina;Dröge;99;95;35;0;15;244;0.4057377049180328;0.38934426229508196;0.14344262295081966;0.0;0.06147540983606557;97;101;4;0.9603960396039604;0.039603960396039604;katharina-droge
BÜ90/GR;Julia;Verlinden;103;93;33;0;15;244;0.42213114754098363;0.38114754098360654;0.13524590163934427;0.0;0.06147540983606557;97;101;4;0.9603960396039604;0.039603960396039604;julia-verlinden
DIE LINKE.;Zaklin;Nastic;64;140;25;0;15;244;0.26229508196721313;0.5737704918032787;0.10245901639344263;0.0;0.06147540983606557;98;101;3;0.9702970297029703;0.0297029702970297;zaklin-nastic
CDU/CSU;Jens;Koeppen;142;83;4;0;15;244;0.5819672131147541;0.3401639344262295;0.01639344262295082;0.0;0.06147540983606557;97;101;4;0.9603960396039604;0.039603960396039604;jens-koeppen
SPD;Ulrich;Freese;153;76;0;0;15;244;0.6270491803278688;0.3114754098360656;0.0;0.0;0.06147540983606557;94;101;7;0.9306930693069307;0.06930693069306931;ulrich-freese
SPD;Stefan;Zierke;153;76;0;0;15;244;0.6270491803278688;0.3114754098360656;0.0;0.0;0.06147540983606557;97;101;4;0.9603960396039604;0.039603960396039604;stefan-zierke
SPD;Michael;Thews;153;76;0;0;15;244;0.6270491803278688;0.3114754098360656;0.0;0.0;0.06147540983606557;93;101;8;0.9207920792079208;0.07920792079207921;michael-thews
CDU/CSU;Claudia;Schmidtke;155;74;0;0;15;244;0.6352459016393442;0.30327868852459017;0.0;0.0;0.06147540983606557;95;101;6;0.9405940594059405;0.0594059405940594;claudia-schmidtke
SPD;Metin;Hakverdi;152;77;0;0;15;244;0.6229508196721312;0.3155737704918033;0.0;0.0;0.06147540983606557;95;101;6;0.9405940594059405;0.0594059405940594;metin-hakverdi
