# ja/nein/Enthaltung/ungueltig/nichtabgegeben: votes cast in each category across all Abstimmungen in range
# total_votes: sum of the above
# ratio_*: category / total_votes (weighted per vote, so a day with many bundled votes counts more)
# days_present/days_total/days_absent: sitting days attended/total/missed
#   (a day counts as attended if the member cast a real vote on at least one Abstimmung that day)
# ratio_days_present/ratio_days_absent: days_present/days_absent divided by days_total (weighted per day, not per vote)
Fraktion/Gruppe;Vorname;Name;ja;nein;Enthaltung;ungültig;nichtabgegeben;total_votes;ratio_ja;ratio_nein;ratio_Enthaltung;ratio_ungültig;ratio_nichtabgegeben;days_present;days_total;days_absent;ratio_days_present;ratio_days_absent;slug
SPD;Sonja;Eichwede;123;49;0;0;11;183;0.6721311475409836;0.2677595628415301;0.0;0.0;0.060109289617486336;82;87;5;0.9425287356321839;0.05747126436781609;sonja-eichwede
SPD;Andreas;Rimkus;126;46;0;0;11;183;0.6885245901639344;0.25136612021857924;0.0;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;andreas-rimkus
SPD;Holger;Becker;129;43;0;0;11;183;0.7049180327868853;0.23497267759562843;0.0;0.0;0.060109289617486336;84;87;3;0.9655172413793104;0.034482758620689655;holger-becker
FDP;Christine;Aschenberg-Dugnus;127;44;1;0;11;183;0.6939890710382514;0.24043715846994534;0.00546448087431694;0.0;0.060109289617486336;85;87;2;0.9770114942528736;0.022988505747126436;christine-aschenberg-dugnus
BÜ90/GR;Ophelia;Nick;124;45;3;0;11;183;0.6775956284153005;0.2459016393442623;0.01639344262295082;0.0;0.060109289617486336;78;87;9;0.896551724137931;0.10344827586206896;ophelia-nick
CDU/CSU;Christian;Hirte;97;73;2;0;11;183;0.5300546448087432;0.3989071038251366;0.01092896174863388;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;christian-hirte
AfD;Rainer;Kraft;46;111;15;0;11;183;0.25136612021857924;0.6065573770491803;0.08196721311475409;0.0;0.060109289617486336;79;87;8;0.9080459770114943;0.09195402298850575;rainer-kraft
SPD;Rita;Schwarzelühr-Sutter;124;46;2;0;11;183;0.6775956284153005;0.25136612021857924;0.01092896174863388;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;rita-schwarzeluhr-sutter
SPD;Ye-One;Rhie;122;50;0;0;11;183;0.6666666666666666;0.273224043715847;0.0;0.0;0.060109289617486336;80;87;7;0.9195402298850575;0.08045977011494253;ye-one-rhie
SPD;Natalie;Pawlik;127;45;0;0;11;183;0.6939890710382514;0.2459016393442623;0.0;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;natalie-pawlik
CDU/CSU;Dieter;Stier;94;74;4;0;11;183;0.5136612021857924;0.40437158469945356;0.02185792349726776;0.0;0.060109289617486336;85;87;2;0.9770114942528736;0.022988505747126436;dieter-stier
CDU/CSU;Ralph;Brinkhaus;97;73;2;0;11;183;0.5300546448087432;0.3989071038251366;0.01092896174863388;0.0;0.060109289617486336;82;87;5;0.9425287356321839;0.05747126436781609;ralph-brinkhaus
AfD;Michael;Kaufmann;40;115;17;0;11;183;0.2185792349726776;0.6284153005464481;0.09289617486338798;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;michael-kaufmann
CDU/CSU;Detlef;Seif;99;71;2;0;11;183;0.5409836065573771;0.3879781420765027;0.01092896174863388;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;detlef-seif
FDP;Jens;Teutrine;127;44;1;0;11;183;0.6939890710382514;0.24043715846994534;0.00546448087431694;0.0;0.060109289617486336;80;87;7;0.9195402298850575;0.08045977011494253;jens-teutrine
BÜ90/GR;Katja;Keul;124;45;3;0;11;183;0.6775956284153005;0.2459016393442623;0.01639344262295082;0.0;0.060109289617486336;79;87;8;0.9080459770114943;0.09195402298850575;katja-keul
BÜ90/GR;Katharina;Dröge;123;48;1;0;11;183;0.6721311475409836;0.26229508196721313;0.00546448087431694;0.0;0.060109289617486336;84;87;3;0.9655172413793104;0.034482758620689655;katharina-droge
BÜ90/GR;Laura;Kraft;125;45;2;0;11;183;0.6830601092896175;0.2459016393442623;0.01092896174863388;0.0;0.060109289617486336;83;87;4;0.9540229885057471;0.04597701149425287;laura-kraft
CDU/CSU;Michael;Donth;99;71;2;0;11;183;0.5409836065573771;0.3879781420765027;0.01092896174863388;0.0;0.060109289617486336;84;87;3;0.9655172413793104;0.034482758620689655;michael-donth
CDU/CSU;Steffen;Bilger;98;71;2;0;12;183;0.5355191256830601;0.3879781420765027;0.01092896174863388;0.0;0.06557377049180328;80;87;7;0.9195402298850575;0.08045977011494253;steffen-bilger
CDU/CSU;Volkmar;Klein;97;72;2;0;12;183;0.5300546448087432;0.39344262295081966;0.01092896174863388;0.0;0.06557377049180328;81;87;6;0.9310344827586207;0.06896551724137931;volkmar-klein
Die Linke;Victor;Perli;42;107;22;0;12;183;0.22950819672131148;0.5846994535519126;0.12021857923497267;0.0;0.06557377049180328;83;87;4;0.9540229885057471;0.04597701149425287;victor-perli
AfD;Barbara;Benkstein;18;41;5;0;12;76;0.23684210526315788;0.5394736842105263;0.06578947368421052;0.0;0.15789473684210525;35;40;5;0.875;0.125;barbara-benkstein
CDU/CSU;Ulrich;Lange;97;72;2;0;12;183;0.5300546448087432;0.39344262295081966;0.01092896174863388;0.0;0.06557377049180328;80;87;7;0.9195402298850575;0.08045977011494253;ulrich-lange
SPD;Nadine;Heselhaus;124;46;1;0;12;183;0.6775956284153005;0.25136612021857924;0.00546448087431694;0.0;0.06557377049180328;85;87;2;0.9770114942528736;0.022988505747126436;nadine-heselhaus
FDP;Christian;Sauter;122;45;4;0;12;183;0.6666666666666666;0.2459016393442623;0.02185792349726776;0.0;0.06557377049180328;80;87;7;0.9195402298850575;0.08045977011494253;christian-sauter
BÜ90/GR;Bettina;Hoffmann;125;45;1;0;12;183;0.6830601092896175;0.2459016393442623;0.00546448087431694;0.0;0.06557377049180328;81;87;6;0.9310344827586207;0.06896551724137931;bettina-hoffmann
SPD;Helmut;Kleebank;126;45;0;0;12;183;0.6885245901639344;0.2459016393442623;0.0;0.0;0.06557377049180328;81;87;6;0.9310344827586207;0.06896551724137931;helmut-kleebank
SPD;Jürgen;Berghahn;126;45;0;0;12;183;0.6885245901639344;0.2459016393442623;0.0;0.0;0.06557377049180328;80;87;7;0.9195402298850575;0.08045977011494253;jurgen-berghahn
BÜ90/GR;Julia;Verlinden;123;47;1;0;12;183;0.6721311475409836;0.2568306010928962;0.00546448087431694;0.0;0.06557377049180328;82;87;5;0.9425287356321839;0.05747126436781609;julia-verlinden
SPD;Kathrin;Michel;122;49;0;0;12;183;0.6666666666666666;0.2677595628415301;0.0;0.0;0.06557377049180328;83;87;4;0.9540229885057471;0.04597701149425287;kathrin-michel
BÜ90/GR;Katharina;Beck;122;48;1;0;12;183;0.6666666666666666;0.26229508196721313;0.00546448087431694;0.0;0.06557377049180328;83;87;4;0.9540229885057471;0.04597701149425287;katharina-beck
SPD;Carolin;Wagner;122;48;1;0;12;183;0.6666666666666666;0.26229508196721313;0.00546448087431694;0.0;0.06557377049180328;81;87;6;0.9310344827586207;0.06896551724137931;carolin-wagner
SPD;Bärbel;Kofler;125;46;0;0;12;183;0.6830601092896175;0.25136612021857924;0.0;0.0;0.06557377049180328;81;87;6;0.9310344827586207;0.06896551724137931;barbel-kofler
SPD;Bettina;Lugk;125;46;0;0;12;183;0.6830601092896175;0.25136612021857924;0.0;0.0;0.06557377049180328;84;87;3;0.9655172413793104;0.034482758620689655;bettina-lugk
BÜ90/GR;Stephanie;Aeffner;114;45;1;0;12;172;0.6627906976744186;0.2616279069767442;0.005813953488372093;0.0;0.06976744186046512;78;83;5;0.9397590361445783;0.060240963855421686;stephanie-aeffner
SPD;Sebastian;Hartmann;124;46;1;0;12;183;0.6775956284153005;0.25136612021857924;0.00546448087431694;0.0;0.06557377049180328;82;87;5;0.9425287356321839;0.05747126436781609;sebastian-hartmann
SPD;Andreas;Mehltretter;126;45;0;0;12;183;0.6885245901639344;0.2459016393442623;0.0;0.0;0.06557377049180328;78;87;9;0.896551724137931;0.10344827586206896;andreas-mehltretter
CDU/CSU;Alois;Rainer;98;71;2;0;12;183;0.5355191256830601;0.3879781420765027;0.01092896174863388;0.0;0.06557377049180328;83;87;4;0.9540229885057471;0.04597701149425287;alois-rainer
SPD;Andreas;Larem;125;45;1;0;12;183;0.6830601092896175;0.2459016393442623;0.00546448087431694;0.0;0.06557377049180328;85;87;2;0.9770114942528736;0.022988505747126436;andreas-larem
SPD;Axel;Echeverria;121;49;1;0;12;183;0.6612021857923497;0.2677595628415301;0.00546448087431694;0.0;0.06557377049180328;82;87;5;0.9425287356321839;0.05747126436781609;axel-echeverria
SPD;Christian;Schreider;125;46;0;0;12;183;0.6830601092896175;0.25136612021857924;0.0;0.0;0.06557377049180328;81;87;6;0.9310344827586207;0.06896551724137931;christian-schreider
FDP;Frank;Müller-Rosentritt;123;47;1;0;12;183;0.6721311475409836;0.2568306010928962;0.00546448087431694;0.0;0.06557377049180328;82;87;5;0.9425287356321839;0.05747126436781609;frank-muller-rosentritt
FDP;Karsten;Klein;125;46;0;0;12;183;0.6830601092896175;0.25136612021857924;0.0;0.0;0.06557377049180328;80;87;7;0.9195402298850575;0.08045977011494253;karsten-klein
CDU/CSU;Florian;Oßner;95;73;3;0;12;183;0.5191256830601093;0.3989071038251366;0.01639344262295082;0.0;0.06557377049180328;83;87;4;0.9540229885057471;0.04597701149425287;florian-ossner
FDP;Matthias;Seestern-Pauly;125;44;2;0;12;183;0.6830601092896175;0.24043715846994534;0.01092896174863388;0.0;0.06557377049180328;82;87;5;0.9425287356321839;0.05747126436781609;matthias-seestern-pauly
SPD;Verena;Hubertz;124;46;0;0;13;183;0.6775956284153005;0.25136612021857924;0.0;0.0;0.07103825136612021;83;87;4;0.9540229885057471;0.04597701149425287;verena-hubertz
CDU/CSU;Hans-Jürgen;Thies;94;75;1;0;13;183;0.5136612021857924;0.4098360655737705;0.00546448087431694;0.0;0.07103825136612021;81;87;6;0.9310344827586207;0.06896551724137931;hans-jurgen-thies
BÜ90/GR;Janosch;Dahmen;122;47;1;0;13;183;0.6666666666666666;0.2568306010928962;0.00546448087431694;0.0;0.07103825136612021;83;87;4;0.9540229885057471;0.04597701149425287;janosch-dahmen
BSW;Jessica;Tatti;34;109;27;0;13;183;0.18579234972677597;0.5956284153005464;0.14754098360655737;0.0;0.07103825136612021;80;87;7;0.9195402298850575;0.08045977011494253;jessica-tatti
CDU/CSU;Philipp;Amthor;97;71;2;0;13;183;0.5300546448087432;0.3879781420765027;0.01092896174863388;0.0;0.07103825136612021;83;87;4;0.9540229885057471;0.04597701149425287;philipp-amthor
SPD;Jürgen;Coße;127;43;0;0;13;183;0.6939890710382514;0.23497267759562843;0.0;0.0;0.07103825136612021;81;87;6;0.9310344827586207;0.06896551724137931;jurgen-cosse
SPD;Robin;Mesarosch;123;47;0;0;13;183;0.6721311475409836;0.2568306010928962;0.0;0.0;0.07103825136612021;82;87;5;0.9425287356321839;0.05747126436781609;robin-mesarosch
CDU/CSU;Serap;Güler;95;72;3;0;13;183;0.5191256830601093;0.39344262295081966;0.01639344262295082;0.0;0.07103825136612021;83;87;4;0.9540229885057471;0.04597701149425287;serap-guler
AfD;Dirk;Brandes;46;109;15;0;13;183;0.25136612021857924;0.5956284153005464;0.08196721311475409;0.0;0.07103825136612021;80;87;7;0.9195402298850575;0.08045977011494253;dirk-brandes
BÜ90/GR;Max;Lucks;122;47;1;0;13;183;0.6666666666666666;0.2568306010928962;0.00546448087431694;0.0;0.07103825136612021;79;87;8;0.9080459770114943;0.09195402298850575;max-lucks
CDU/CSU;Alexander;Dobrindt;96;72;2;0;13;183;0.5245901639344263;0.39344262295081966;0.01092896174863388;0.0;0.07103825136612021;81;87;6;0.9310344827586207;0.06896551724137931;alexander-dobrindt
FDP;Valentin;Abel;123;47;0;0;13;183;0.6721311475409836;0.2568306010928962;0.0;0.0;0.07103825136612021;81;87;6;0.9310344827586207;0.06896551724137931;valentin-abel
SPD;Mathias;Papendieck;127;43;0;0;13;183;0.6939890710382514;0.23497267759562843;0.0;0.0;0.07103825136612021;80;87;7;0.9195402298850575;0.08045977011494253;mathias-papendieck
CDU/CSU;Andreas;Lenz;96;71;3;0;13;183;0.5245901639344263;0.3879781420765027;0.01639344262295082;0.0;0.07103825136612021;82;87;5;0.9425287356321839;0.05747126436781609;andreas-lenz
SPD;Timo;Schisanowski;125;45;0;0;13;183;0.6830601092896175;0.2459016393442623;0.0;0.0;0.07103825136612021;78;87;9;0.896551724137931;0.10344827586206896;timo-schisanowski
AfD;Jürgen;Braun;44;110;16;0;13;183;0.24043715846994534;0.6010928961748634;0.08743169398907104;0.0;0.07103825136612021;81;87;6;0.9310344827586207;0.06896551724137931;jurgen-braun
BÜ90/GR;Tobias B.;Bacherle;124;45;1;0;13;183;0.6775956284153005;0.2459016393442623;0.00546448087431694;0.0;0.07103825136612021;80;87;7;0.9195402298850575;0.08045977011494253;tobias-b-bacherle
SPD;Jan;Dieren;96;69;4;0;14;183;0.5245901639344263;0.3770491803278688;0.02185792349726776;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;jan-dieren
SPD;Nezahat;Baradari;127;42;0;0;14;183;0.6939890710382514;0.22950819672131148;0.0;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;nezahat-baradari
SPD;Hannes;Walter;122;47;0;0;14;183;0.6666666666666666;0.2568306010928962;0.0;0.0;0.07650273224043716;84;87;3;0.9655172413793104;0.034482758620689655;hannes-walter
FDP;Jens;Brandenburg (Rhein-Neckar);124;44;1;0;14;183;0.6775956284153005;0.24043715846994534;0.00546448087431694;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;jens-brandenburg-rhein-neckar
CDU/CSU;Stefan;Müller (Erlangen);74;58;3;0;14;149;0.4966442953020134;0.38926174496644295;0.020134228187919462;0.0;0.09395973154362416;67;74;7;0.9054054054054054;0.0945945945945946;stefan-muller-erlangen
SPD;Rainer Johannes;Keller;24;7;0;0;14;45;0.5333333333333333;0.15555555555555556;0.0;0.0;0.3111111111111111;15;18;3;0.8333333333333334;0.16666666666666666;rainer-johannes-keller
FDP;Konstantin;Kuhle;129;39;1;0;14;183;0.7049180327868853;0.21311475409836064;0.00546448087431694;0.0;0.07650273224043716;83;87;4;0.9540229885057471;0.04597701149425287;konstantin-kuhle
SPD;Anke;Hennig;123;46;0;0;14;183;0.6721311475409836;0.25136612021857924;0.0;0.0;0.07650273224043716;83;87;4;0.9540229885057471;0.04597701149425287;anke-hennig
FDP;Maximilian;Funke-Kaiser;123;45;1;0;14;183;0.6721311475409836;0.2459016393442623;0.00546448087431694;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;maximilian-funke-kaiser
SPD;Kristian;Klinck;121;47;1;0;14;183;0.6612021857923497;0.2568306010928962;0.00546448087431694;0.0;0.07650273224043716;82;87;5;0.9425287356321839;0.05747126436781609;kristian-klinck
Die Linke;Heidi;Reichinnek;36;112;21;0;14;183;0.19672131147540983;0.6120218579234973;0.11475409836065574;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;heidi-reichinnek
FDP;Ria;Schröder;123;45;1;0;14;183;0.6721311475409836;0.2459016393442623;0.00546448087431694;0.0;0.07650273224043716;85;87;2;0.9770114942528736;0.022988505747126436;ria-schroder
FDP;Thorsten;Lieb;124;44;1;0;14;183;0.6775956284153005;0.24043715846994534;0.00546448087431694;0.0;0.07650273224043716;82;87;5;0.9425287356321839;0.05747126436781609;thorsten-lieb
AfD;Albrecht;Glaser;43;108;18;0;14;183;0.23497267759562843;0.5901639344262295;0.09836065573770492;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;albrecht-glaser
CDU/CSU;Stefan;Kaufmann;28;12;1;0;14;55;0.509090909090909;0.21818181818181817;0.01818181818181818;0.0;0.2545454545454545;19;28;9;0.6785714285714286;0.32142857142857145;stefan-kaufmann
CDU/CSU;Henning;Rehbaum;95;72;2;0;14;183;0.5191256830601093;0.39344262295081966;0.01092896174863388;0.0;0.07650273224043716;84;87;3;0.9655172413793104;0.034482758620689655;henning-rehbaum
CDU/CSU;Ingo;Wellenreuther;14;3;0;0;14;31;0.45161290322580644;0.0967741935483871;0.0;0.0;0.45161290322580644;8;11;3;0.7272727272727273;0.2727272727272727;ingo-wellenreuther
CDU/CSU;Bernhard;Loos;95;72;2;0;14;183;0.5191256830601093;0.39344262295081966;0.01092896174863388;0.0;0.07650273224043716;84;87;3;0.9655172413793104;0.034482758620689655;bernhard-loos
CDU/CSU;Alexander;Throm;97;70;2;0;14;183;0.5300546448087432;0.3825136612021858;0.01092896174863388;0.0;0.07650273224043716;80;87;7;0.9195402298850575;0.08045977011494253;alexander-throm
BÜ90/GR;Franziska;Brantner;124;44;1;0;14;183;0.6775956284153005;0.24043715846994534;0.00546448087431694;0.0;0.07650273224043716;78;87;9;0.896551724137931;0.10344827586206896;franziska-brantner
BÜ90/GR;Bruno;Hönel;121;47;1;0;14;183;0.6612021857923497;0.2568306010928962;0.00546448087431694;0.0;0.07650273224043716;83;87;4;0.9540229885057471;0.04597701149425287;bruno-honel
AfD;Jörn;König;42;108;19;0;14;183;0.22950819672131148;0.5901639344262295;0.10382513661202186;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;jorn-konig
BÜ90/GR;Ingrid;Nestle;124;43;2;0;14;183;0.6775956284153005;0.23497267759562843;0.01092896174863388;0.0;0.07650273224043716;81;87;6;0.9310344827586207;0.06896551724137931;ingrid-nestle
SPD;Johann;Saathoff;124;44;0;0;15;183;0.6775956284153005;0.24043715846994534;0.0;0.0;0.08196721311475409;82;87;5;0.9425287356321839;0.05747126436781609;johann-saathoff
AfD;Frank;Rinck;41;111;16;0;15;183;0.22404371584699453;0.6065573770491803;0.08743169398907104;0.0;0.08196721311475409;82;87;5;0.9425287356321839;0.05747126436781609;frank-rinck
BÜ90/GR;Robert;Habeck;121;46;1;0;15;183;0.6612021857923497;0.25136612021857924;0.00546448087431694;0.0;0.08196721311475409;80;87;7;0.9195402298850575;0.08045977011494253;robert-habeck
AfD;Bernd;Schattner;41;109;18;0;15;183;0.22404371584699453;0.5956284153005464;0.09836065573770492;0.0;0.08196721311475409;77;87;10;0.8850574712643678;0.11494252873563218;bernd-schattner
CDU/CSU;Thomas;Jarzombek;97;69;2;0;15;183;0.5300546448087432;0.3770491803278688;0.01092896174863388;0.0;0.08196721311475409;78;87;9;0.896551724137931;0.10344827586206896;thomas-jarzombek
CDU/CSU;Albert;Rupprecht;95;71;2;0;15;183;0.5191256830601093;0.3879781420765027;0.01092896174863388;0.0;0.08196721311475409;81;87;6;0.9310344827586207;0.06896551724137931;albert-rupprecht
CDU/CSU;Alexander;Föhr;55;36;2;0;15;108;0.5092592592592593;0.3333333333333333;0.018518518518518517;0.0;0.1388888888888889;52;56;4;0.9285714285714286;0.07142857142857142;alexander-fohr
CDU/CSU;Ansgar;Heveling;94;72;2;0;15;183;0.5136612021857924;0.39344262295081966;0.01092896174863388;0.0;0.08196721311475409;80;87;7;0.9195402298850575;0.08045977011494253;ansgar-heveling
AfD;Joachim;Wundrak;51;102;15;0;15;183;0.2786885245901639;0.5573770491803278;0.08196721311475409;0.0;0.08196721311475409;84;87;3;0.9655172413793104;0.034482758620689655;joachim-wundrak
BÜ90/GR;Anna;Christmann;120;47;1;0;15;183;0.6557377049180327;0.2568306010928962;0.00546448087431694;0.0;0.08196721311475409;79;87;8;0.9080459770114943;0.09195402298850575;anna-christmann
CDU/CSU;Catarina;Santos-Wintz;94;72;2;0;15;183;0.5136612021857924;0.39344262295081966;0.01092896174863388;0.0;0.08196721311475409;82;87;5;0.9425287356321839;0.05747126436781609;catarina-santos-wintz
FDP;Maximilian;Mordhorst;124;44;0;0;15;183;0.6775956284153005;0.24043715846994534;0.0;0.0;0.08196721311475409;81;87;6;0.9310344827586207;0.06896551724137931;maximilian-mordhorst
FDP;Lars;Lindemann;92;33;1;0;15;141;0.6524822695035462;0.23404255319148937;0.0070921985815602835;0.0;0.10638297872340426;59;67;8;0.8805970149253731;0.11940298507462686;lars-lindemann
CDU/CSU;Felix;Schreiner;94;72;2;0;15;183;0.5136612021857924;0.39344262295081966;0.01092896174863388;0.0;0.08196721311475409;82;87;5;0.9425287356321839;0.05747126436781609;felix-schreiner
AfD;Beatrix;Storch;44;109;15;0;15;183;0.24043715846994534;0.5956284153005464;0.08196721311475409;0.0;0.08196721311475409;81;87;6;0.9310344827586207;0.06896551724137931;beatrix-storch
SPD;Dennis;Rohde;121;47;0;0;15;183;0.6612021857923497;0.2568306010928962;0.0;0.0;0.08196721311475409;78;87;9;0.896551724137931;0.10344827586206896;dennis-rohde
BÜ90/GR;Jürgen;Trittin;79;33;0;0;16;128;0.6171875;0.2578125;0.0;0.0;0.125;52;59;7;0.8813559322033898;0.11864406779661017;jurgen-trittin
SPD;Isabel;Mackensen-Geis;120;47;0;0;16;183;0.6557377049180327;0.2568306010928962;0.0;0.0;0.08743169398907104;80;87;7;0.9195402298850575;0.08045977011494253;isabel-mackensen-geis
AfD;Christian;Wirth;40;114;13;0;16;183;0.2185792349726776;0.6229508196721312;0.07103825136612021;0.0;0.08743169398907104;79;87;8;0.9080459770114943;0.09195402298850575;christian-wirth
CDU/CSU;Thomas;Rachel;91;73;3;0;16;183;0.4972677595628415;0.3989071038251366;0.01639344262295082;0.0;0.08743169398907104;79;87;8;0.9080459770114943;0.09195402298850575;thomas-rachel
SPD;Svenja;Schulze;121;46;0;0;16;183;0.6612021857923497;0.25136612021857924;0.0;0.0;0.08743169398907104;78;87;9;0.896551724137931;0.10344827586206896;svenja-schulze
BÜ90/GR;Nyke;Slawik;123;43;1;0;16;183;0.6721311475409836;0.23497267759562843;0.00546448087431694;0.0;0.08743169398907104;77;87;10;0.8850574712643678;0.11494252873563218;nyke-slawik
Die Linke;Gesine;Lötzsch;38;109;20;0;16;183;0.20765027322404372;0.5956284153005464;0.1092896174863388;0.0;0.08743169398907104;84;87;3;0.9655172413793104;0.034482758620689655;gesine-lotzsch
Die Linke;Ina;Latendorf;40;107;20;0;16;183;0.2185792349726776;0.5846994535519126;0.1092896174863388;0.0;0.08743169398907104;82;87;5;0.9425287356321839;0.05747126436781609;ina-latendorf
SPD;Achim;Post (Minden);121;46;0;0;16;183;0.6612021857923497;0.25136612021857924;0.0;0.0;0.08743169398907104;81;87;6;0.9310344827586207;0.06896551724137931;achim-post-minden
CDU/CSU;Annette;Widmann-Mauz;98;66;3;0;16;183;0.5355191256830601;0.36065573770491804;0.01639344262295082;0.0;0.08743169398907104;76;87;11;0.8735632183908046;0.12643678160919541;annette-widmann-mauz
CDU/CSU;Carsten;Linnemann;92;73;2;0;16;183;0.5027322404371585;0.3989071038251366;0.01092896174863388;0.0;0.08743169398907104;82;87;5;0.9425287356321839;0.05747126436781609;carsten-linnemann
CDU/CSU;Norbert Maria;Altenkamp;95;70;2;0;16;183;0.5191256830601093;0.3825136612021858;0.01092896174863388;0.0;0.08743169398907104;79;87;8;0.9080459770114943;0.09195402298850575;norbert-maria-altenkamp
BÜ90/GR;Katrin;Göring-Eckardt;120;46;1;0;16;183;0.6557377049180327;0.25136612021857924;0.00546448087431694;0.0;0.08743169398907104;83;87;4;0.9540229885057471;0.04597701149425287;katrin-goring-eckardt
BÜ90/GR;Wolfgang;Strengmann-Kuhn;116;48;3;0;16;183;0.6338797814207651;0.26229508196721313;0.01639344262295082;0.0;0.08743169398907104;82;87;5;0.9425287356321839;0.05747126436781609;wolfgang-strengmann-kuhn
BÜ90/GR;Jan-Niclas;Gesenhues;118;47;2;0;16;183;0.644808743169399;0.2568306010928962;0.01092896174863388;0.0;0.08743169398907104;82;87;5;0.9425287356321839;0.05747126436781609;jan-niclas-gesenhues
AfD;Kay;Gottschalk;42;111;14;0;16;183;0.22950819672131148;0.6065573770491803;0.07650273224043716;0.0;0.08743169398907104;77;87;10;0.8850574712643678;0.11494252873563218;kay-gottschalk
AfD;Kay-Uwe;Ziegler;37;113;17;0;16;183;0.20218579234972678;0.6174863387978142;0.09289617486338798;0.0;0.08743169398907104;80;87;7;0.9195402298850575;0.08045977011494253;kay-uwe-ziegler
SPD;Lars;Klingbeil;124;43;0;0;16;183;0.6775956284153005;0.23497267759562843;0.0;0.0;0.08743169398907104;78;87;9;0.896551724137931;0.10344827586206896;lars-klingbeil
AfD;Stephan;Brandner;39;113;15;0;16;183;0.21311475409836064;0.6174863387978142;0.08196721311475409;0.0;0.08743169398907104;82;87;5;0.9425287356321839;0.05747126436781609;stephan-brandner
SPD;Maja;Wallstein;119;48;0;0;16;183;0.6502732240437158;0.26229508196721313;0.0;0.0;0.08743169398907104;79;87;8;0.9080459770114943;0.09195402298850575;maja-wallstein
AfD;René;Bochmann;41;113;13;0;16;183;0.22404371584699453;0.6174863387978142;0.07103825136612021;0.0;0.08743169398907104;78;87;9;0.896551724137931;0.10344827586206896;rene-bochmann
CDU/CSU;Stefan;Rouenhoff;93;72;2;0;16;183;0.5081967213114754;0.39344262295081966;0.01092896174863388;0.0;0.08743169398907104;78;87;9;0.896551724137931;0.10344827586206896;stefan-rouenhoff
CDU/CSU;Ralph;Edelhäußer;97;68;2;0;16;183;0.5300546448087432;0.37158469945355194;0.01092896174863388;0.0;0.08743169398907104;80;87;7;0.9195402298850575;0.08045977011494253;ralph-edelhausser
SPD;Kevin;Kühnert;124;42;0;0;17;183;0.6775956284153005;0.22950819672131148;0.0;0.0;0.09289617486338798;84;87;3;0.9655172413793104;0.034482758620689655;kevin-kuhnert
CDU/CSU;Nicolas;Zippelius;94;70;2;0;17;183;0.5136612021857924;0.3825136612021858;0.01092896174863388;0.0;0.09289617486338798;77;87;10;0.8850574712643678;0.11494252873563218;nicolas-zippelius
SPD;Christoph;Schmid;121;45;0;0;17;183;0.6612021857923497;0.2459016393442623;0.0;0.0;0.09289617486338798;83;87;4;0.9540229885057471;0.04597701149425287;christoph-schmid
BÜ90/GR;Lisa;Badum;119;46;1;0;17;183;0.6502732240437158;0.25136612021857924;0.00546448087431694;0.0;0.09289617486338798;80;87;7;0.9195402298850575;0.08045977011494253;lisa-badum
SPD;Thomas;Hitschler;120;46;0;0;17;183;0.6557377049180327;0.25136612021857924;0.0;0.0;0.09289617486338798;76;87;11;0.8735632183908046;0.12643678160919541;thomas-hitschler
CDU/CSU;Yannick;Bury;93;71;2;0;17;183;0.5081967213114754;0.3879781420765027;0.01092896174863388;0.0;0.09289617486338798;78;87;9;0.896551724137931;0.10344827586206896;yannick-bury
CDU/CSU;Wilfried;Oellers;94;71;1;0;17;183;0.5136612021857924;0.3879781420765027;0.00546448087431694;0.0;0.09289617486338798;78;87;9;0.896551724137931;0.10344827586206896;wilfried-oellers
FDP;Jürgen;Lenders;120;45;1;0;17;183;0.6557377049180327;0.2459016393442623;0.00546448087431694;0.0;0.09289617486338798;80;87;7;0.9195402298850575;0.08045977011494253;jurgen-lenders
CDU/CSU;Fabian;Gramling;96;68;2;0;17;183;0.5245901639344263;0.37158469945355194;0.01092896174863388;0.0;0.09289617486338798;77;87;10;0.8850574712643678;0.11494252873563218;fabian-gramling
SPD;Lars;Castellucci;119;47;0;0;17;183;0.6502732240437158;0.2568306010928962;0.0;0.0;0.09289617486338798;77;87;10;0.8850574712643678;0.11494252873563218;lars-castellucci
SPD;Stefan;Zierke;122;44;0;0;17;183;0.6666666666666666;0.24043715846994534;0.0;0.0;0.09289617486338798;77;87;10;0.8850574712643678;0.11494252873563218;stefan-zierke
